GameID,ShooterID,EventID,CnS,Points,TimeCns,v_CnS,dist_at_shot,shot_angle,shooter_move_angle,shooter_travel,DefID,def_dist_at_shot,def_avg_vel,SpeedBeforeShot0.5s,SBS1.0s,SBS1.5s,SBS2.0s,SBS2.5s,SBS3.0s,SBS3.5s,SBS4.0s,SBS4.5s,SBS5.0s,SpeedBeforeCatch0.5s,SBC1.0s,SBC1.5s,SBC2.0s,SBC2.5s,SBC3.0s,SBC3.5s,SBC4.0s,SBC4.5s,SBC5.0s
21500092,201939,124,FALSE,0,1.56,7.902538285,20.96303555,70.1364705,101.7051196,0.563696705,201158,4.041887066,1.582613425,7.772896207,7.458776088,7.876112773,,,,,,,,9.2641995,11.72251285,13.50141583,14.68623602,15.68722151,16.13927147,,,,
21500092,2571,146,TRUE,0,0.88,1.533713011,4.981678081,47.89707125,179.1209113,-1.241732366,1626161,4.741143479,1.78879463,2.282420322,,,,,,,,,,3.386023143,5.537715665,7.199952562,8.833689807,9.282664275,8.958262716,8.201374149,7.909805217,,
21500092,2733,171,TRUE,0,0.72,2.611559363,24.0280993,32.7848117,103.9843343,-0.366204795,200752,9.747477814,5.175310361,2.522611141,,,,,,,,,,6.074960881,7.830655204,7.86243202,7.871222509,7.526472402,7.713137017,7.280958182,6.736484673,6.473781004,
21500092,203084,175,TRUE,0,0.2,1.722411654,24.69744929,43.96617895,80.10303516,0.060259927,203463,6.12463959,3.400195058,,,,,,,,,,,,,,,,,,,,
21500092,201158,327,TRUE,0,0.32,4.571006002,30.2417067,38.19742736,63.09100629,0.673772349,2738,13.024458,4.052675213,,,,,,,,,,,4.522041583,,,,,,,,,
21500092,201939,333,FALSE,0,1.04,13.78417599,32.32100933,19.25094032,161.5346633,-13.00149077,200752,7.721126082,1.220336446,14.08185002,13.83538151,,,,,,,,,8.774543638,7.494526211,7.020660992,6.206887398,6.167421574,6.588483884,7.227106459,7.593848415,7.444935033,7.474325014
21500092,201939,337,FALSE,0,1.04,13.78417599,32.32100933,19.25094032,161.5346633,-13.00149077,200752,7.721126082,1.220336446,14.08185002,13.83538151,,,,,,,,,8.774543638,7.494526211,7.020660992,6.206887398,6.167421574,6.588483884,7.227106459,7.593848415,7.444935033,7.474325014
21500092,200752,357,TRUE,0,0.52,3.276506168,25.23630062,45.08252441,109.1970418,-0.504797298,202691,10.06455301,7.407895415,3.276506168,,,,,,,,,,6.765046977,5.992960212,4.775436652,4.358369422,4.088222751,3.972568413,3.586512802,3.325730038,3.248444553,3.643177715
21500092,200765,475,TRUE,0,0.32,4.945811497,25.23394548,29.79661618,86.25366903,0.152266633,201939,9.440624673,9.633490236,,,,,,,,,,,2.651937536,2.567886036,3.315053606,,,,,,,
21500092,202691,482,TRUE,0,0.24,6.295936092,21.30011376,44.73744364,169.2705277,-1.48253118,201158,11.84886042,-0.836941862,,,,,,,,,,,8.989892511,9.276574686,8.796300357,,,,,,,
21500092,201939,529,TRUE,3,0.48,1.663349536,22.96432858,46.0869206,56.9030158,0.428191259,201585,15.02166164,7.960767878,,,,,,,,,,,1.632259139,,,,,,,,,
21500246,201587,6,TRUE,3,0.64,4.199984916,23.67329429,35.48996732,111.2970606,-0.800300733,203114,11.18491599,9.40098883,3.725671498,,,,,,,,,,6.854134472,6.888833329,6.621406931,6.066756142,5.445831178,4.866977731,4.530653875,4.462611285,4.41065667,4.401971417
21500246,203114,7,TRUE,3,0.28,1.50840373,24.02609097,39.54206203,69.01822153,0.147290327,201587,9.512519781,6.488417046,,,,,,,,,,,7.627439859,10.24851289,10.30250438,9.012171056,8.19561587,8.118885969,8.178029477,8.457566565,8.890493448,9.234480482
21500246,101107,8,TRUE,3,0.28,4.029926137,25.54615705,41.80850042,73.27000762,0.347007307,203507,11.63614468,10.30886164,,,,,,,,,,,4.342285625,4.361622867,4.071621895,3.581697963,3.506797981,3.695869203,4.241583576,4.732280357,4.806680886,4.944967071
21500246,201573,34,TRUE,0,0.72,7.910316194,23.19270399,47.78584977,127.8773676,-2.978862916,2744,7.706932291,-2.352639364,7.151239255,,,,,,,,,,8.262676274,6.599459306,6.641524313,7.175447677,6.399159564,5.57493481,4.895367311,4.367699701,3.937820529,3.626421385
21500246,202689,52,TRUE,0,0.24,2.987957942,25.27715776,47.33209487,1.581851927,0.71498284,201564,10.58558576,11.14730203,,,,,,,,,,,2.109943452,2.858208664,4.068894399,4.068763731,3.962222449,4.657993522,5.674855302,6.475573279,6.804170365,6.426897836
21500246,101107,57,TRUE,0,0.2,3.331103325,25.57654818,40.13101647,107.1764522,-0.188489266,203507,11.29926734,10.32586065,,,,,,,,,,,4.714547143,6.916083159,7.508490702,7.345743961,6.732657215,6.082142356,5.509548636,5.3616294,5.534931103,5.701998348
21500246,201587,69,TRUE,0,0.24,10.55309965,24.09761237,47.50198675,98.75885536,-0.253593096,203114,7.338642464,-1.630779842,,,,,,,,,,,13.61714136,12.09830253,10.17560147,9.087040765,8.240510735,7.420737724,6.450975293,5.734568119,5.130590261,4.660528884
21500246,203114,81,TRUE,3,0.24,6.062883991,24.06570399,44.07522893,111.1870431,-0.486506974,201587,7.604134329,-0.858199959,,,,,,,,,,,8.612238861,7.115385696,5.101075531,4.408335127,4.186487193,,,,,
21500246,203087,86,TRUE,0,0.24,4.7105231,25.98167277,43.77683275,88.64506749,0.051144918,201564,8.912574278,8.466822849,,,,,,,,,,,6.46980746,5.820441704,4.454006978,4.146454835,4.531220567,4.778801004,4.588294925,4.26411943,3.957595059,3.714140419
21500246,201587,91,TRUE,0,0.24,2.88438891,24.95722844,43.46172218,87.58537598,0.038397177,201564,14.56894324,6.67990616,,,,,,,,,,,2.720410592,3.41362789,6.266201081,,,,,,,
21500246,202689,95,TRUE,3,0.4,6.773763835,25.96699185,44.97466442,48.85898756,1.844260168,203487,10.14040205,7.627274171,,,,,,,,,,,6.496065318,4.631459698,3.149291163,2.506964149,2.324411315,2.075172718,1.970858813,1.845669317,1.691181437,1.592518721
21500246,203487,104,TRUE,0,0.4,1.548596936,22.73801406,37.76363543,91.06807204,-0.00335239,202689,6.883636934,6.619255815,,,,,,,,,,,1.19803703,1.072448532,1.28936456,2.023809572,2.906405703,3.763457578,4.427799128,4.934337145,5.555438349,6.039503233
21500246,1626163,106,TRUE,0,0.36,3.764241789,26.31389513,41.36217863,53.4903427,0.825326144,203953,12.77978574,12.67944283,,,,,,,,,,,4.007198352,3.850844908,3.994644308,4.791837495,5.735969387,6.780428964,7.952361863,8.778361815,9.43738633,9.779522249
21500246,203087,118,FALSE,3,1.4,4.038227884,25.19405295,45.39759568,53.33851206,0.698215299,201573,3.147511244,5.009547226,5.329863933,3.653474031,,,,,,,,,9.881101334,11.42424706,11.79906105,11.4543234,10.37148768,9.422751613,8.529201284,8.09578116,8.21801126,8.292057156
21500246,201573,119,TRUE,3,0.32,3.71871589,24.48569245,50.1068809,65.97192326,0.506166304,1626163,10.42001342,11.13806484,,,,,,,,,,,6.10667878,7.502400239,6.873466375,5.652072265,5.028128798,4.556730833,4.105110047,3.721090526,3.56491171,3.539763317
21500246,101107,124,TRUE,3,0.2,0.537042021,23.1060636,48.29389616,160.6972171,-0.085912157,201564,9.523130315,9.850590846,,,,,,,,,,,1.813201356,1.967435633,1.929172515,1.86834071,1.69582586,1.582672757,1.500617305,1.454486566,1.539311383,1.4706754
21500246,203087,126,TRUE,3,0.28,2.138520783,25.07208889,40.48222283,2.36338377,0.588572167,201573,16.70296236,14.158091,,,,,,,,,,,1.630307315,2.246025545,2.548538444,2.460968473,2.374615076,2.394347064,2.47986206,2.830517339,3.352330489,4.135067178
21500246,201573,133,TRUE,0,0.56,9.870750804,24.66744402,50.48889223,83.33934483,1.225276507,203087,6.995468198,2.862031942,9.708352308,,,,,,,,,,8.849057525,8.489608189,11.22832596,13.04813049,14.383173,15.21104168,15.6750671,,,
21500246,203087,144,FALSE,0,1.8,5.436950305,25.15295812,33.34579656,69.69040374,4.622615452,201573,3.491936271,1.581928807,7.422020514,7.797014525,6.08676525,,,,,,,,2.666209528,,,,,,,,,
21500246,202391,146,TRUE,3,0.44,2.791156319,26.45682565,44.07818412,0.258020732,1.200430541,203487,10.13653375,8.281824793,,,,,,,,,,,3.34458333,4.415508422,5.189015806,5.056841356,4.537729836,4.168438222,3.882744923,3.5722291,3.217712255,3.109999608
21500246,201564,155,FALSE,0,0.6,2.043438815,23.00143797,38.52994847,83.00803737,0.170388409,101107,2.415391863,8.316764416,1.828535088,,,,,,,,,,2.561846905,2.814046818,2.470229653,2.501955535,2.872622672,2.829980398,2.486305506,2.195260539,1.948226124,1.7698316
21500246,203898,182,TRUE,0,0.36,1.239891467,23.58677046,47.52744428,80.66924313,0.064532719,101107,11.25708687,9.122354023,,,,,,,,,,,3.201334854,5.248861515,7.176573853,8.344201612,9.381526469,10.27086799,10.61329067,10.84881992,10.55654535,9.992530173
21500246,201564,196,TRUE,0,0.52,1.545392111,24.93210332,48.5597981,0.664801709,0.769670329,202689,5.089830809,5.780029378,1.545392111,,,,,,,,,,2.091860151,2.662617676,2.756429966,2.618055019,3.22724885,3.959579438,4.794116983,5.322845412,5.251436616,5.08723291
21500246,201564,201,TRUE,0,0.44,3.999007743,25.22686895,23.56160546,82.43134203,0.290000713,202391,11.85830662,13.74660445,,,,,,,,,,,5.922589749,7.999214005,9.064222956,8.521771696,7.271492648,7.384814137,7.886736151,8.190515007,8.323693004,8.364084394
21500246,101107,203,TRUE,0,0.32,3.075728272,25.88890358,44.38448162,35.01024576,0.7986978,203089,9.769350922,3.926781702,,,,,,,,,,,4.685352069,5.679289282,6.605821551,7.325577947,8.335534544,9.32037115,10.18967608,10.81111511,11.20582381,11.28737678
21500246,201573,224,TRUE,0,0.4,3.332803317,24.64833228,46.09501928,57.79716809,0.686264132,203087,8.768411935,13.58332134,,,,,,,,,,,4.244232518,2.928371544,2.923309793,2.737359551,2.826691757,2.859250322,2.838391248,2.898037113,2.97832563,2.965080024
21500246,201150,230,TRUE,3,0.28,2.530606991,25.79848165,39.57030321,73.54959839,0.209122254,203089,9.574049002,10.7255926,,,,,,,,,,,2.412458103,2.718768449,3.69677555,4.646705037,4.855395025,4.624779792,4.593634421,4.238086733,4.063840659,3.969119602
21500246,203114,231,TRUE,0,0.2,3.531929024,22.43927115,16.61766861,65.51812659,0.301539731,201587,7.580121426,6.716826355,,,,,,,,,,,1.622137247,1.493931051,1.224572082,1.091914605,1.181471049,1.252787516,1.20016644,1.19599424,1.193635015,1.245843027
21500246,201564,237,FALSE,0,0.92,10.511019,25.76596129,48.58598587,15.98648207,9.317390931,201587,11.49816906,5.984531304,7.934049276,,,,,,,,,,15.74919045,17.17314165,17.73775697,17.84196207,17.49057508,,,,,
21500246,101107,245,TRUE,0,0.2,2.617488108,22.1095712,46.92534157,57.78412841,0.281981412,202328,7.473519466,12.14879416,,,,,,,,,,,1.397437635,1.570807609,1.343408827,1.307763733,1.606039176,1.626675781,1.505134431,1.679427209,1.729661307,2.037518589
21500246,203798,277,TRUE,3,0.28,5.499314048,25.08867115,47.68775104,100.3903823,-0.231345959,203114,8.480121486,4.709908416,,,,,,,,,,,8.200511645,9.023822956,8.261785291,6.917271133,6.017350239,6.311448932,6.67129776,6.357165763,5.701215346,5.193986865
21500246,201573,292,TRUE,3,0.32,0.811179984,22.45241323,49.0740282,81.01848665,0.035208787,203798,12.78282591,11.75612553,,,,,,,,,,,6.548132226,10.26310674,12.99869482,14.66773973,15.67590993,16.33493307,,,,
21500246,201587,297,FALSE,0,2.68,5.826888959,25.36532128,49.85569969,107.9467776,-1.107960778,201573,4.155212246,3.950035469,4.039815441,4.544186134,3.795848741,4.043212115,5.471061748,,,,,,11.01653574,10.14943768,8.266128075,7.008400823,6.127448482,5.508312594,5.119453761,4.787205872,4.604925072,4.357668835
21500246,201564,302,TRUE,3,0.92,2.306885554,24.71588879,46.56919818,49.75644463,1.237866146,201150,18.80194916,8.202013285,0.577999231,,,,,,,,,,11.4897797,13.71727665,15.35277201,16.31774412,16.77843599,16.71036245,16.06385899,14.87904976,13.60527844,
21500246,203114,305,FALSE,3,2,5.081202169,28.70063737,38.25373126,57.28308467,3.746726469,203798,5.197183779,3.816024537,6.193956687,5.913119873,4.721881579,,,,,,,,9.968551273,10.22285699,9.411978078,8.541681344,7.410592033,6.674367703,6.363855945,6.135571594,5.984922839,5.948646186
21500246,201564,308,TRUE,0,0.28,1.036785197,22.38026029,47.23016575,71.51340381,0.087486141,101107,10.67416101,5.14027046,,,,,,,,,,,1.401143137,4.450962949,7.849539427,10.42026354,12.70322022,14.26198328,15.51373473,,,
21500246,101107,310,TRUE,0,0.32,2.05507794,24.87664769,45.96127119,79.0666351,0.130604711,203507,11.93911301,8.971384544,,,,,,,,,,,1.814013836,2.640219137,2.973309202,4.081690073,5.606790553,6.909046249,8.103662782,8.989083253,9.685034086,10.10710492
21500246,203114,312,TRUE,0,0.2,4.021605505,26.14778897,24.88972008,18.83668274,0.762160154,203798,10.16279034,10.36537723,,,,,,,,,,,5.491195448,5.802147658,5.671251176,5.766080494,5.905119419,5.965718105,6.010999307,6.040058454,6.086923671,6.115069107
21500246,101107,314,TRUE,3,0.28,5.535609192,24.53158687,43.18489687,80.05824155,0.314017223,203507,11.42421814,8.778461129,,,,,,,,,,,6.88782799,6.891248492,6.005481128,5.060234547,4.413674042,4.057171011,3.796156928,3.830122041,4.679405024,5.444673015
21500246,201573,315,TRUE,0,0.32,5.944182062,24.53643031,47.11401874,78.37970221,0.452293422,202689,10.39881547,9.571010063,,,,,,,,,,,5.912892204,5.699834099,5.432325308,5.211824716,4.758671938,4.406057339,3.901276043,3.531657808,3.23981404,3.199230231
21500246,203114,325,TRUE,0,0.16,2.926632167,22.75658705,46.01963105,86.96503893,0.029198279,201587,11.409148,11.47918881,,,,,,,,,,,6.134494293,8.818363268,10.31822366,10.35866261,9.456593008,8.615248375,7.652406889,7.022751663,6.681268508,6.732614511
21500246,203087,327,TRUE,3,0.24,1.473312391,23.44399417,48.18982478,82.39286488,0.049021074,201564,10.63357195,5.757212595,,,,,,,,,,,2.331500352,2.25049027,1.943842771,1.926803601,1.97428021,1.784837177,1.581144397,1.412280236,1.266821279,1.156080092
21500246,202689,343,TRUE,3,0.6,4.670572533,25.30635342,48.68466841,49.42535503,1.879574815,201573,7.23031705,11.23205439,4.436511689,,,,,,,,,,7.817304862,8.303529233,7.729232748,7.088700828,6.236756565,5.509145957,4.876910822,4.579735041,4.199459395,3.906388219
21500246,203087,347,TRUE,0,0.6,5.73722079,24.32740093,42.26221921,150.7501042,-2.927261959,203114,7.883950146,3.10678462,5.140073654,,,,,,,,,,11.28238517,11.34046604,11.75735954,12.65032379,13.1206415,12.63287951,11.74580705,11.28049202,11.35198286,11.43313781
21500246,201573,349,TRUE,0,0.52,4.305884521,24.99430598,45.33220699,61.20075137,1.146794739,202689,6.974182232,10.59658138,4.305884521,,,,,,,,,,3.472033037,5.183544601,5.994516647,6.001074133,5.634733873,5.024186191,5.055104316,5.609744083,5.897293983,5.737652423
21500246,203114,353,TRUE,0,0.48,17.34410085,38.38238647,39.22744322,18.75868422,7.958473915,203087,5.814852783,4.546930169,,,,,,,,,,,,,,,,,,,,
21500246,201573,379,TRUE,0,0.36,1.556194063,22.33475584,46.17086744,69.05234678,0.195201887,202689,10.71848495,-2.756672883,,,,,,,,,,,0.720143491,0.642465638,0.94311017,1.478179968,2.541083592,4.001013712,5.68953615,7.002822343,8.027970505,8.753484811
21500246,1626163,381,TRUE,0,0.88,1.696091582,25.45824975,31.00806001,37.36255926,1.094358338,203953,8.284539663,9.84466043,1.094508565,,,,,,,,,,3.185926485,4.360090354,5.922862736,6.314801151,6.331555536,6.380169506,6.954179409,7.265890497,7.105614395,7.0163333
21500246,201587,418,FALSE,3,1.2,7.234573669,27.15296189,43.19861551,84.0623506,2.137714566,203114,5.472692755,2.513005704,6.698110782,7.31102542,,,,,,,,,5.546141689,5.346275964,3.964937503,3.09488805,2.476674566,2.098893515,1.82232437,1.694308136,1.736578962,1.661332358
21500246,202689,435,TRUE,3,0.4,5.611659201,26.34559484,27.02311288,4.241159962,2.226334705,201573,9.224129124,13.36178321,,,,,,,,,,,6.686286318,6.262685282,4.561700186,3.515771058,3.027792255,3.096729081,3.280724011,3.218206549,3.006914728,2.833188168
21500246,203114,439,TRUE,3,0.2,0.869830425,22.51115293,7.714645171,5.513518141,0.0140022,202689,4.583642545,10.38620523,,,,,,,,,,,3.552328983,4.157590673,3.302409555,2.75717698,2.892387253,2.813626536,2.974441266,2.974818664,3.087010494,3.367990515
21500246,201587,440,TRUE,0,0.16,5.286712924,22.84162383,47.30604124,79.23295179,0.172969731,203114,8.047412745,9.674329843,,,,,,,,,,,6.264173395,4.186469935,3.767640593,4.034184197,4.133751123,3.978365216,3.637986242,3.488264312,3.86825306,4.614188004
21500246,203469,447,FALSE,0,1.12,4.562178785,30.71737705,40.81219863,91.81376724,0.066254147,203114,3.136338496,0.137419764,6.198516947,4.626150286,,,,,,,,,6.786138614,8.230726691,8.584471181,9.024412563,9.281223014,9.347721425,9.516673158,9.445661419,8.991921562,8.53445835
21500246,201587,464,TRUE,3,0.28,6.300031697,24.09639712,48.71028888,113.6260655,-0.650584157,201573,5.353089806,7.962316291,,,,,,,,,,,8.553370245,6.690081652,4.954255849,4.067378092,3.43564706,2.938740606,2.54046332,2.392563431,2.252123335,2.135204828
21500246,203114,475,TRUE,0,0.32,8.185287866,26.00002132,40.95962072,94.47109834,-0.072593758,201587,5.884174008,0.837300852,,,,,,,,,,,10.58491588,10.66400649,9.286571159,7.362932221,,,,,,
21500303,201142,4,TRUE,0,0.28,0.346251133,25.69293216,46.31432248,158.7608198,-0.016178025,200752,7.533578661,6.84184497,,,,,,,,,,,3.470837951,5.60778979,6.091677969,6.320287389,7.082467132,7.395789939,6.739442384,6.380058095,5.970895762,5.719963344
21500303,203460,9,TRUE,0,0.4,1.440154374,22.78434812,47.41409494,9.128184782,0.55599486,202326,13.59738269,10.84598873,,,,,,,,,,,1.025344802,2.780430726,5.296257652,7.241465681,9.053594667,10.37217076,10.97704904,10.86276113,10.08726093,9.74185049
21500303,202326,12,TRUE,0,0.96,1.86949205,24.79613383,43.02653181,133.0131329,-0.995223808,203500,7.453925701,2.439644213,0.633310502,,,,,,,,,,4.91901849,6.19425816,6.577536701,6.879978613,6.736038574,5.973630579,5.348699845,4.964280346,4.560085696,4.3034039
21500303,201956,25,TRUE,0,0.28,2.99926191,26.82687911,43.94246985,105.4237924,-0.205158209,201586,8.864738288,6.887657244,,,,,,,,,,,6.462546192,6.909615546,6.82606166,6.677293626,6.590724531,6.399467582,5.880395807,5.293523527,5.01857086,5.186558338
21500303,200752,41,TRUE,3,0.56,1.642062802,23.96220559,41.73792083,82.32005119,0.138690823,201142,11.00804223,9.540581604,1.484930317,,,,,,,,,,6.451361836,8.625708928,10.73413263,12.0967056,13.12908282,13.80955354,14.05372911,13.96303607,13.49402383,12.8695163
21500303,201566,52,FALSE,0,7.48,6.90541994,26.4368105,42.15287166,31.85015607,48.03592588,203463,6.381989118,1.670340218,7.646155991,7.612397145,7.394278983,7.017488426,6.773140684,6.616962378,6.637183429,6.724312808,6.800904505,6.805213722,5.670652002,5.852773824,6.201350635,6.468712531,7.148502544,7.920928101,8.598356993,9.078536511,9.466150218,9.667961498
21500303,203079,92,FALSE,0,1.16,4.220191049,25.09239329,47.58397005,29.10295143,2.025584619,201954,6.529748918,1.986183275,5.042808165,4.025111474,,,,,,,,,7.841670378,7.016350969,6.17438792,5.833180571,6.392185483,6.773469696,7.030630378,7.071307938,7.14945622,7.307038542
21500303,201571,99,TRUE,0,0.24,1.252457315,24.83482019,41.5660655,9.117210557,0.294173401,201954,10.77492,11.39900171,,,,,,,,,,,4.296299713,6.061292699,6.244700868,5.434824295,4.375729832,3.703638976,3.184346826,2.931104124,2.842831986,2.925250058
21500303,200752,101,TRUE,0,0.8,2.692955649,22.0586475,5.290444356,79.05807889,0.407433679,201142,12.71057469,4.513678039,1.794570036,,,,,,,,,,9.990397346,12.15323782,13.7453628,14.65650808,15.3066885,15.75198502,16.01992072,16.1146291,15.97412762,15.48872172
21500303,1626166,103,FALSE,3,3.76,6.673875506,24.00173568,43.83793885,29.8901071,13.09179752,201158,8.836451226,2.340968827,5.77090947,7.40902272,5.847567706,4.939351219,4.448925472,5.182486217,6.263484909,,,,14.80642901,16.48785567,17.09612679,17.06728752,16.58576742,15.74149448,14.76518026,13.47643579,12.12273553,11.27535604
21500303,201571,110,TRUE,0,0.6,4.290990777,25.13301058,44.91529403,63.0741973,1.260512443,200765,18.91527097,-1.092207925,4.130608621,,,,,,,,,,3.209893997,3.068074586,3.624366218,4.460908634,5.527951299,6.756104296,8.147450701,9.176609186,9.930465855,10.40615997
21500303,201158,119,TRUE,0,0.28,8.381935854,24.01427282,46.05288192,124.4773408,-1.24249914,1626166,8.094560969,0.213538264,,,,,,,,,,,15.46487831,16.43849719,15.69875397,14.949864,13.91749313,13.28206752,12.69074232,12.00207028,10.9583397,10.13049323
21500303,201954,135,TRUE,0,0.48,5.764677823,25.49097302,42.02329963,55.25029095,1.653602955,202683,13.6551346,12.57267954,,,,,,,,,,,6.083306129,6.540160469,6.282353891,5.38110684,4.344869881,3.804310771,3.456076803,3.192381835,3.046166918,2.948847778
21500303,201158,205,FALSE,0,2.32,7.934297668,25.26141043,49.72611528,80.10585934,7.467491274,201142,6.380737945,6.599818888,11.99519822,12.55271502,10.99328595,8.886225716,,,,,,,1.433907494,1.993407839,3.035686919,4.158790425,4.601271561,4.6260174,4.627609258,4.173196885,3.93323032,4.571526274
21500303,202326,220,TRUE,0,0.32,3.678677304,26.24969127,44.92821705,2.790718661,1.170717145,203500,9.03051895,6.449003686,,,,,,,,,,,6.791802095,8.904442476,10.31338282,11.06551689,11.68103001,12.06172244,12.28050741,12.24713466,11.77735715,11.21612116
21500303,200752,223,TRUE,0,1.44,4.698237287,27.15139246,46.50125367,42.72102805,4.889546182,203500,7.975957778,2.619117307,1.636699481,3.464526342,,,,,,,,,7.274091894,7.348891312,6.962128228,5.740214897,5.374859954,5.299091763,5.106525941,4.854491449,5.108311164,5.492842871
21500303,201627,253,FALSE,0,1.92,10.58535912,12.69611769,37.42185167,33.91361264,18.27952696,203463,3.055037754,7.562254668,14.48218119,13.64985879,11.91964384,,,,,,,,2.315844072,3.602929313,4.493331929,4.325068068,4.142312314,3.795898978,3.390140234,3.470771255,3.67526973,3.874357241
21500303,201142,267,FALSE,3,1.32,3.442808662,26.54627431,38.914208,71.67466317,1.720428847,200752,6.307362296,3.317799723,6.010681442,4.303043943,,,,,,,,,2.600769482,1.656795027,1.4334343,1.664653854,1.954554661,2.219701803,2.579931252,2.844642362,3.090411136,3.328582421
21500303,201627,273,TRUE,3,0.24,1.428223595,23.14423446,41.27257884,76.17093618,0.084183809,203463,12.93098214,12.50223491,,,,,,,,,,,3.67073415,3.203008149,4.118225347,5.327831856,6.42299146,7.29294016,8.218893388,8.988450162,9.492270388,9.717632799
21500303,200765,274,FALSE,0,1.16,2.604863509,25.89624893,44.63676119,24.17359091,2.709252049,201627,9.718514813,6.633727275,2.655256241,2.806557033,,,,,,,,,0.728115606,1.259211867,1.061921878,0.87531226,0.883790325,0.8617706,0.798355207,0.798789588,0.964498665,1.26218691
21500303,201627,282,TRUE,0,0.64,12.04020785,38.47628731,14.19359109,34.89677556,6.482791171,203463,3.027972585,7.049406354,11.9109492,,,,,,,,,,13.32559124,14.08703977,13.91886008,13.52532261,12.69742031,11.3220747,11.00876144,10.50475461,,
21500303,201956,287,TRUE,0,0.32,2.71375143,24.73339659,43.9450013,101.3021044,-0.155188597,201586,9.709160313,8.328966713,,,,,,,,,,,5.715026593,6.098551091,5.199466042,4.466504142,3.847096222,3.337663859,3.159423984,3.120307864,3.332259687,3.726747446
21500303,201142,289,FALSE,0,1.52,6.246959463,26.91516059,42.92315537,80.68629379,2.927908637,200752,6.995546669,0.075584904,8.561119529,8.393772153,6.246959463,,,,,,,,2.597536455,3.393375594,3.954138994,4.273747472,5.197802675,6.260852159,7.397331456,8.147266136,8.378111921,8.203175989
21500303,200752,297,FALSE,3,3.52,3.437609554,27.84355614,45.71373196,88.02016081,0.453402594,203500,8.032943228,0.119795575,5.670340014,4.669993555,3.796827935,4.013566197,4.214453957,3.875399461,3.437609554,,,,3.363116354,5.067418294,6.717242211,8.067008229,8.693969467,9.396410418,10.03177451,10.46398919,10.79426239,10.93982206
21500303,201142,320,TRUE,0,0.16,2.743136277,25.1810983,43.64359846,102.5702933,-0.091583767,200752,7.472665218,5.103250584,,,,,,,,,,,3.09418909,2.94983858,2.925291894,2.995186831,3.009814757,2.909969829,2.865193317,2.776758919,2.643558613,2.550218518
21500303,200752,346,TRUE,0,0.56,1.096237612,25.15294603,43.19388594,5.730144153,0.54343402,201586,16.96141355,2.818536082,1.149845036,,,,,,,,,,0.990904365,1.794489535,3.687756706,5.287541562,6.542675538,7.065658839,6.825921964,6.128924814,5.468892736,4.990170536
21500303,203079,385,TRUE,3,0.56,4.577555525,26.32169385,13.12804373,6.394851403,2.52157682,201158,12.07463594,10.02664086,4.612908497,,,,,,,,,,2.829927595,2.700853716,3.479250399,4.484947029,5.527882422,6.457397553,7.258636827,7.851152036,8.31763321,8.604690567
21500303,201956,386,TRUE,3,0.32,1.047461188,25.64671252,43.44615938,20.03683064,0.308515015,202713,9.651343591,9.143443906,,,,,,,,,,,1.519964043,2.449382319,2.283985942,2.713612407,3.334328396,3.650792492,3.728343874,3.546986118,3.392908775,3.518527773
21500303,201158,418,TRUE,0,0.36,11.04874429,23.42252269,52.87872988,80.1235745,0.997799525,203079,5.793305523,2.490587516,,,,,,,,,,,13.10106837,13.13516808,11.98553047,10.79458683,10.38824685,9.88574849,9.181299175,8.389449445,7.736991458,7.6885563
21500303,203079,463,TRUE,3,0.44,2.922969736,24.28374093,48.68570979,157.8343868,-1.13654845,200765,9.083130225,6.771380262,,,,,,,,,,,5.187409546,4.307674869,5.056010011,5.848484273,6.708864032,7.449436965,8.21696137,8.847297672,9.419960817,9.880334417
21500303,201956,473,TRUE,3,0.36,4.905624588,24.41260416,10.55244345,103.17843,-0.340422276,201566,11.94038486,8.515285603,,,,,,,,,,,7.443751333,8.195542735,8.644304952,8.733496767,8.50064744,7.989326921,7.545410771,7.054329126,6.5342237,6.503173586
21500303,201566,474,FALSE,0,9,5.932750327,24.62928037,8.365237102,13.80426885,45.43531114,200765,8.904756786,1.80708068,5.753116585,7.188170624,6.764522848,6.46891309,6.07941433,5.75237764,5.545567627,5.516842333,5.485948438,5.549688135,4.875693573,5.00483417,4.937189387,4.982205887,4.851445093,4.454023969,4.034066571,4.270668947,5.017687407,
21500303,202326,476,TRUE,0,0.76,2.453311934,24.90892813,44.63370534,84.73590387,0.236508763,202683,13.09043861,11.09991763,2.299175842,,,,,,,,,,2.647543585,2.608866171,2.096038941,1.774786346,1.578344087,1.447974972,1.485880078,1.701982792,2.162211637,2.749400765
21500303,201142,486,TRUE,0,3.44,2.916543426,27.26541742,39.62896348,47.89009655,5.101176018,202326,6.619728058,-0.198858575,3.426714006,2.747614079,2.025055737,1.803243311,1.659251188,2.078024189,,,,,11.66114202,12.59078004,13.44180224,13.65224483,13.57473615,13.19660073,12.47629928,11.74883418,10.96755836,10.28047199
21500303,201954,488,TRUE,3,0.72,3.8823864,24.32549779,10.95053768,66.23622893,1.242776823,201566,15.23483968,-0.896366486,3.133827744,,,,,,,,,,7.979270595,11.7698228,14.55529337,16.07172848,16.93593175,17.09761988,16.79460533,16.09912579,15.1261114,14.16689449
